jband,k,e
1,0.156,-44.16
1,0.160,-44.16
1,0.165,-44.16
1,0.170,-44.16
1,0.174,-44.16
1,0.179,-44.16
1,0.184,-44.16
1,0.189,-44.16
1,0.193,-44.16
1,0.198,-44.16
1,0.203,-44.16
1,0.207,-44.16
1,0.212,-44.16
1,0.217,-44.16
1,0.222,-44.16
1,0.226,-44.16
1,0.231,-44.16
1,0.236,-44.16
1,0.240,-44.16
1,0.245,-44.16
1,0.250,-44.16
1,0.255,-44.16
1,0.259,-44.16
1,0.264,-44.16
1,0.269,-44.16
1,0.273,-44.16
1,0.278,-44.16
1,0.283,-44.16
1,0.287,-44.16
1,0.292,-44.16
1,0.297,-44.16
1,0.302,-44.16
1,0.306,-44.16
1,0.311,-44.16
1,0.316,-44.16
1,0.320,-44.16
1,0.325,-44.16
1,0.330,-44.16
1,0.334,-44.16
1,0.339,-44.16
1,0.344,-44.16
1,0.348,-44.16
1,0.353,-44.16
1,0.358,-44.16
1,0.362,-44.16
1,0.367,-44.16
1,0.372,-44.16
1,0.376,-44.16
1,0.381,-44.16
1,0.386,-44.16
1,0.391,-44.16
1,0.395,-44.16
1,0.400,-44.16
1,0.405,-44.16
1,0.409,-44.16
1,0.414,-44.16
1,0.419,-44.16
1,0.423,-44.16
1,0.428,-44.16
1,0.433,-44.16
1,0.437,-44.16
1,0.442,-44.16
1,0.447,-44.16
1,0.451,-44.16
1,0.456,-44.16
1,0.461,-44.16
1,0.466,-44.16
1,0.470,-44.16
1,0.475,-44.16
1,0.480,-44.16
1,0.484,-44.16
1,0.489,-44.16
1,0.493,-44.16
1,0.498,-44.16
1,0.503,-44.16
1,0.507,-44.16
1,0.512,-44.16
1,0.517,-44.16
1,0.521,-44.16
1,0.526,-44.16
1,0.530,-44.16
1,0.535,-44.16
1,0.540,-44.16
1,0.544,-44.16
1,0.549,-44.16
1,0.553,-44.16
1,0.558,-44.16
1,0.563,-44.16
1,0.567,-44.16
1,0.572,-44.16
1,0.577,-44.16
1,0.581,-44.16
1,0.586,-44.16
1,0.590,-44.16
1,0.595,-44.16
1,0.600,-44.16
1,0.604,-44.16
1,0.609,-44.16
1,0.614,-44.16
1,0.618,-44.16
1,0.623,-44.16
1,0.627,-44.16
1,0.632,-44.16
1,0.637,-44.16
1,0.641,-44.16
1,0.646,-44.16
1,0.651,-44.16
1,0.655,-44.16
1,0.660,-44.16
1,0.665,-44.16
1,0.669,-44.16
1,0.674,-44.16
1,0.679,-44.16
1,0.684,-44.16
1,0.688,-44.16
1,0.693,-44.16
1,0.698,-44.16
1,0.702,-44.16
1,0.707,-44.16
1,0.712,-44.16
1,0.716,-44.16
1,0.721,-44.16
1,0.726,-44.16
1,0.730,-44.16
1,0.735,-44.16
1,0.740,-44.16
1,0.744,-44.16
1,0.749,-44.16
1,0.754,-44.16
1,0.759,-44.16
1,0.763,-44.16
1,0.768,-44.16
1,0.773,-44.16
1,0.777,-44.16
1,0.782,-44.16
1,0.787,-44.16
1,0.791,-44.16
1,0.796,-44.16
1,0.801,-44.16
1,0.805,-44.16
1,0.810,-44.16
1,0.815,-44.16
1,0.819,-44.16
1,0.824,-44.16
1,0.829,-44.16
1,0.834,-44.16
1,0.838,-44.16
1,0.843,-44.16
1,0.848,-44.16
1,0.852,-44.16
1,0.857,-44.16
1,0.861,-44.16
1,0.866,-44.16
1,0.871,-44.16
1,0.875,-44.16
1,0.880,-44.16
1,0.885,-44.16
1,0.889,-44.16
1,0.894,-44.16
1,0.898,-44.16
1,0.903,-44.16
1,0.908,-44.16
1,0.912,-44.16
1,0.917,-44.16
1,0.921,-44.16
1,0.926,-44.16
1,0.931,-44.16
1,0.935,-44.16
1,0.940,-44.16
1,0.945,-44.16
1,0.949,-44.16
1,0.954,-44.16
1,0.958,-44.16
1,0.963,-44.16
1,0.968,-44.16
1,0.972,-44.16
1,0.977,-44.16
1,0.982,-44.16
1,0.986,-44.16
1,0.991,-44.16
1,0.995,-44.16
2,0.000,-44.12
2,0.005,-44.12
2,0.009,-44.12
2,0.014,-44.12
2,0.019,-44.12
2,0.024,-44.12
2,0.028,-44.12
2,0.033,-44.12
2,0.038,-44.12
2,0.042,-44.12
2,0.047,-44.12
2,0.052,-44.12
2,0.057,-44.12
2,0.061,-44.12
2,0.066,-44.12
2,0.071,-44.12
2,0.075,-44.12
2,0.080,-44.12
2,0.085,-44.12
2,0.090,-44.12
2,0.094,-44.12
2,0.099,-44.12
2,0.104,-44.12
2,0.108,-44.12
2,0.113,-44.12
2,0.118,-44.12
2,0.123,-44.12
2,0.127,-44.12
2,0.132,-44.12
2,0.137,-44.12
2,0.141,-44.12
2,0.146,-44.12
2,0.151,-44.12
2,0.156,-44.12
2,0.160,-44.12
2,0.165,-44.12
2,0.170,-44.12
2,0.174,-44.12
2,0.179,-44.12
2,0.184,-44.12
2,0.189,-44.12
2,0.193,-44.12
2,0.198,-44.12
2,0.203,-44.12
2,0.207,-44.12
2,0.212,-44.12
2,0.217,-44.12
2,0.222,-44.12
2,0.226,-44.12
2,0.231,-44.12
2,0.236,-44.12
2,0.240,-44.12
2,0.245,-44.12
2,0.250,-44.12
2,0.255,-44.12
2,0.259,-44.12
2,0.264,-44.12
2,0.269,-44.12
2,0.273,-44.12
2,0.278,-44.12
2,0.283,-44.12
2,0.287,-44.12
2,0.292,-44.12
2,0.297,-44.12
2,0.302,-44.12
2,0.306,-44.12
2,0.311,-44.12
2,0.316,-44.12
2,0.320,-44.12
2,0.325,-44.12
2,0.330,-44.12
2,0.334,-44.12
2,0.339,-44.12
2,0.344,-44.12
2,0.348,-44.12
2,0.353,-44.12
2,0.358,-44.12
2,0.362,-44.12
2,0.367,-44.12
2,0.372,-44.12
2,0.376,-44.12
2,0.381,-44.12
2,0.386,-44.12
2,0.391,-44.12
2,0.395,-44.12
2,0.400,-44.12
2,0.405,-44.12
2,0.409,-44.12
2,0.414,-44.12
2,0.419,-44.12
2,0.423,-44.12
2,0.428,-44.12
2,0.433,-44.12
2,0.437,-44.12
2,0.442,-44.12
2,0.447,-44.12
2,0.451,-44.12
2,0.456,-44.12
2,0.461,-44.12
2,0.466,-44.12
2,0.470,-44.12
2,0.475,-44.12
2,0.480,-44.12
2,0.484,-44.12
2,0.489,-44.12
2,0.493,-44.12
2,0.498,-44.12
2,0.503,-44.12
2,0.507,-44.12
2,0.512,-44.12
2,0.517,-44.12
2,0.521,-44.12
2,0.526,-44.12
2,0.530,-44.12
2,0.535,-44.12
2,0.540,-44.12
2,0.544,-44.12
2,0.549,-44.12
2,0.553,-44.12
2,0.558,-44.12
2,0.563,-44.12
2,0.567,-44.12
2,0.572,-44.12
2,0.577,-44.12
2,0.581,-44.12
2,0.586,-44.12
2,0.590,-44.12
2,0.595,-44.12
2,0.600,-44.12
2,0.604,-44.12
2,0.609,-44.12
2,0.614,-44.12
2,0.618,-44.12
2,0.623,-44.12
2,0.627,-44.12
2,0.632,-44.12
2,0.637,-44.12
2,0.641,-44.12
2,0.646,-44.12
2,0.651,-44.12
2,0.655,-44.12
2,0.660,-44.12
2,0.665,-44.12
2,0.669,-44.12
2,0.674,-44.12
2,0.679,-44.12
2,0.684,-44.12
2,0.688,-44.12
2,0.693,-44.12
2,0.698,-44.12
2,0.702,-44.12
2,0.707,-44.12
2,0.712,-44.12
2,0.716,-44.12
2,0.721,-44.12
2,0.726,-44.12
2,0.730,-44.12
2,0.735,-44.12
2,0.740,-44.12
2,0.744,-44.12
2,0.749,-44.12
2,0.754,-44.12
2,0.759,-44.12
2,0.763,-44.12
2,0.768,-44.12
2,0.773,-44.12
2,0.777,-44.12
2,0.782,-44.12
2,0.787,-44.12
2,0.791,-44.12
2,0.796,-44.12
2,0.801,-44.12
2,0.805,-44.12
2,0.810,-44.12
2,0.815,-44.12
2,0.819,-44.12
2,0.824,-44.12
2,0.829,-44.12
2,0.834,-44.12
2,0.838,-44.12
2,0.843,-44.12
2,0.848,-44.12
2,0.852,-44.12
2,0.857,-44.12
2,0.861,-44.12
2,0.866,-44.12
2,0.871,-44.12
2,0.875,-44.12
2,0.880,-44.12
2,0.885,-44.12
2,0.889,-44.12
2,0.894,-44.12
2,0.898,-44.12
2,0.903,-44.12
2,0.908,-44.12
2,0.912,-44.12
2,0.917,-44.12
2,0.921,-44.12
2,0.926,-44.12
2,0.931,-44.12
2,0.935,-44.12
2,0.940,-44.12
2,0.945,-44.12
2,0.949,-44.12
2,0.954,-44.12
2,0.958,-44.12
2,0.963,-44.12
2,0.968,-44.12
2,0.972,-44.12
2,0.977,-44.12
2,0.982,-44.12
2,0.986,-44.12
2,0.991,-44.12
2,0.995,-44.12
3,0.000,-44.12
3,0.005,-44.12
3,0.009,-44.12
3,0.014,-44.12
3,0.019,-44.12
3,0.024,-44.12
3,0.028,-44.12
3,0.033,-44.12
3,0.038,-44.12
3,0.042,-44.12
3,0.047,-44.12
3,0.052,-44.12
3,0.057,-44.12
3,0.061,-44.12
3,0.066,-44.12
3,0.071,-44.12
3,0.075,-44.12
3,0.080,-44.12
3,0.085,-44.12
3,0.090,-44.12
3,0.094,-44.12
3,0.099,-44.12
3,0.104,-44.12
3,0.108,-44.12
3,0.113,-44.12
3,0.118,-44.12
3,0.123,-44.12
3,0.127,-44.12
3,0.132,-44.12
3,0.137,-44.12
3,0.141,-44.12
3,0.146,-44.12
3,0.151,-44.12
3,0.156,-44.12
3,0.160,-44.12
3,0.165,-44.12
3,0.170,-44.12
3,0.174,-44.12
3,0.179,-44.12
3,0.184,-44.12
3,0.189,-44.12
3,0.193,-44.12
3,0.198,-44.12
3,0.203,-44.12
3,0.207,-44.12
3,0.212,-44.12
3,0.217,-44.12
3,0.222,-44.12
3,0.226,-44.12
3,0.231,-44.12
3,0.236,-44.12
3,0.240,-44.12
3,0.245,-44.12
3,0.250,-44.12
3,0.255,-44.12
3,0.259,-44.12
3,0.264,-44.12
3,0.269,-44.12
3,0.273,-44.12
3,0.278,-44.12
3,0.283,-44.12
3,0.287,-44.12
3,0.292,-44.12
3,0.297,-44.12
3,0.302,-44.12
3,0.306,-44.12
3,0.311,-44.12
3,0.316,-44.12
3,0.320,-44.12
3,0.325,-44.12
3,0.330,-44.12
3,0.334,-44.12
3,0.339,-44.12
3,0.344,-44.12
3,0.348,-44.12
3,0.353,-44.12
3,0.358,-44.12
3,0.362,-44.12
3,0.367,-44.12
3,0.372,-44.12
3,0.376,-44.12
3,0.381,-44.12
3,0.386,-44.12
3,0.391,-44.12
3,0.395,-44.12
3,0.400,-44.12
3,0.405,-44.12
3,0.409,-44.12
3,0.414,-44.12
3,0.419,-44.12
3,0.423,-44.12
3,0.428,-44.12
3,0.433,-44.12
3,0.437,-44.12
3,0.442,-44.12
3,0.447,-44.12
3,0.451,-44.12
3,0.456,-44.12
3,0.461,-44.12
3,0.466,-44.12
3,0.470,-44.12
3,0.475,-44.12
3,0.480,-44.12
3,0.484,-44.12
3,0.489,-44.12
3,0.493,-44.12
3,0.498,-44.12
3,0.503,-44.12
3,0.507,-44.12
3,0.512,-44.12
3,0.517,-44.12
3,0.521,-44.12
3,0.526,-44.12
3,0.530,-44.12
3,0.535,-44.12
3,0.540,-44.12
3,0.544,-44.12
3,0.549,-44.12
3,0.553,-44.12
3,0.558,-44.12
3,0.563,-44.12
3,0.567,-44.12
3,0.572,-44.12
3,0.577,-44.12
3,0.581,-44.12
3,0.586,-44.12
3,0.590,-44.12
3,0.595,-44.12
3,0.600,-44.12
3,0.604,-44.12
3,0.609,-44.12
3,0.614,-44.12
3,0.618,-44.12
3,0.623,-44.12
3,0.627,-44.12
3,0.632,-44.12
3,0.637,-44.12
3,0.641,-44.12
3,0.646,-44.12
3,0.651,-44.12
3,0.655,-44.12
3,0.660,-44.12
3,0.665,-44.12
3,0.669,-44.12
3,0.674,-44.12
3,0.679,-44.12
3,0.684,-44.12
3,0.688,-44.12
3,0.693,-44.12
3,0.698,-44.12
3,0.702,-44.12
3,0.707,-44.12
3,0.712,-44.12
3,0.716,-44.12
3,0.721,-44.12
3,0.726,-44.12
3,0.730,-44.12
3,0.735,-44.12
3,0.740,-44.12
3,0.744,-44.12
3,0.749,-44.12
3,0.754,-44.12
3,0.759,-44.12
3,0.763,-44.12
3,0.768,-44.12
3,0.773,-44.12
3,0.777,-44.12
3,0.782,-44.12
3,0.787,-44.12
3,0.791,-44.12
3,0.796,-44.12
3,0.801,-44.12
3,0.805,-44.12
3,0.810,-44.12
3,0.815,-44.12
3,0.819,-44.12
3,0.824,-44.12
3,0.829,-44.12
3,0.834,-44.12
3,0.838,-44.12
3,0.843,-44.12
3,0.848,-44.12
3,0.852,-44.12
3,0.857,-44.12
3,0.861,-44.12
3,0.866,-44.12
3,0.871,-44.12
3,0.875,-44.12
3,0.880,-44.12
3,0.885,-44.12
3,0.889,-44.12
3,0.894,-44.12
3,0.898,-44.12
3,0.903,-44.12
3,0.908,-44.12
3,0.912,-44.12
3,0.917,-44.12
3,0.921,-44.12
3,0.926,-44.12
3,0.931,-44.12
3,0.935,-44.12
3,0.940,-44.12
3,0.945,-44.12
3,0.949,-44.12
3,0.954,-44.12
3,0.958,-44.12
3,0.963,-44.12
3,0.968,-44.12
3,0.972,-44.12
3,0.977,-44.12
3,0.982,-44.12
3,0.986,-44.12
3,0.991,-44.12
3,0.995,-44.12
4,0.000,-44.11
4,0.005,-44.11
4,0.009,-44.11
4,0.014,-44.11
4,0.019,-44.11
4,0.024,-44.11
4,0.028,-44.11
4,0.033,-44.11
4,0.038,-44.11
4,0.042,-44.11
4,0.047,-44.11
4,0.052,-44.11
4,0.057,-44.11
4,0.061,-44.11
4,0.066,-44.11
4,0.071,-44.11
4,0.075,-44.11
4,0.080,-44.11
4,0.085,-44.11
4,0.090,-44.11
4,0.094,-44.11
4,0.099,-44.11
4,0.104,-44.11
4,0.108,-44.11
4,0.113,-44.11
4,0.118,-44.11
4,0.123,-44.11
4,0.127,-44.11
4,0.132,-44.11
4,0.137,-44.11
4,0.141,-44.11
4,0.146,-44.11
4,0.151,-44.11
4,0.156,-44.11
4,0.160,-44.11
4,0.165,-44.11
4,0.170,-44.11
4,0.174,-44.11
4,0.179,-44.11
4,0.184,-44.11
4,0.189,-44.11
4,0.193,-44.11
4,0.198,-44.11
4,0.203,-44.11
4,0.207,-44.11
4,0.212,-44.11
4,0.217,-44.11
4,0.222,-44.11
4,0.226,-44.11
4,0.231,-44.11
4,0.236,-44.11
4,0.240,-44.11
4,0.245,-44.11
4,0.250,-44.11
4,0.255,-44.11
4,0.259,-44.11
4,0.264,-44.11
4,0.269,-44.11
4,0.273,-44.11
4,0.278,-44.11
4,0.283,-44.11
4,0.287,-44.11
4,0.292,-44.11
4,0.297,-44.11
4,0.302,-44.11
4,0.306,-44.11
4,0.311,-44.11
4,0.316,-44.11
4,0.320,-44.11
4,0.325,-44.11
4,0.330,-44.11
4,0.334,-44.11
4,0.339,-44.11
4,0.344,-44.11
4,0.348,-44.11
4,0.353,-44.11
4,0.358,-44.11
4,0.362,-44.11
4,0.367,-44.11
4,0.372,-44.11
4,0.376,-44.11
4,0.381,-44.11
4,0.386,-44.11
4,0.391,-44.11
4,0.395,-44.11
4,0.400,-44.11
4,0.405,-44.11
4,0.409,-44.11
4,0.414,-44.11
4,0.419,-44.11
4,0.423,-44.11
4,0.428,-44.11
4,0.433,-44.11
4,0.437,-44.11
4,0.442,-44.11
4,0.447,-44.11
4,0.451,-44.11
4,0.456,-44.11
4,0.461,-44.11
4,0.466,-44.11
4,0.470,-44.11
4,0.475,-44.11
4,0.480,-44.11
4,0.484,-44.11
4,0.489,-44.11
4,0.493,-44.11
4,0.498,-44.11
4,0.503,-44.11
4,0.507,-44.11
4,0.512,-44.11
4,0.517,-44.11
4,0.521,-44.11
4,0.526,-44.11
4,0.530,-44.11
4,0.535,-44.11
4,0.540,-44.11
4,0.544,-44.11
4,0.549,-44.11
4,0.553,-44.11
4,0.558,-44.11
4,0.563,-44.11
4,0.567,-44.11
4,0.572,-44.11
4,0.577,-44.11
4,0.581,-44.11
4,0.586,-44.11
4,0.590,-44.11
4,0.595,-44.11
4,0.600,-44.11
4,0.604,-44.11
4,0.609,-44.11
4,0.614,-44.11
4,0.618,-44.11
4,0.623,-44.11
4,0.627,-44.11
4,0.632,-44.11
4,0.637,-44.11
4,0.641,-44.11
4,0.646,-44.11
4,0.651,-44.11
4,0.655,-44.11
4,0.660,-44.11
4,0.665,-44.11
4,0.669,-44.11
4,0.674,-44.11
4,0.679,-44.11
4,0.684,-44.11
4,0.688,-44.11
4,0.693,-44.11
4,0.698,-44.11
4,0.702,-44.11
4,0.707,-44.11
4,0.712,-44.11
4,0.716,-44.11
4,0.721,-44.11
4,0.726,-44.11
4,0.730,-44.11
4,0.735,-44.11
4,0.740,-44.11
4,0.744,-44.11
4,0.749,-44.11
4,0.754,-44.11
4,0.759,-44.11
4,0.763,-44.11
4,0.768,-44.11
4,0.773,-44.11
4,0.777,-44.11
4,0.782,-44.11
4,0.787,-44.11
4,0.791,-44.11
4,0.796,-44.11
4,0.801,-44.11
4,0.805,-44.11
4,0.810,-44.11
4,0.815,-44.11
4,0.819,-44.11
4,0.824,-44.11
4,0.829,-44.11
4,0.834,-44.11
4,0.838,-44.11
4,0.843,-44.11
4,0.848,-44.11
4,0.852,-44.11
4,0.857,-44.11
4,0.861,-44.11
4,0.866,-44.11
4,0.871,-44.11
4,0.875,-44.11
4,0.880,-44.11
4,0.885,-44.11
4,0.889,-44.11
4,0.894,-44.11
4,0.898,-44.11
4,0.903,-44.11
4,0.908,-44.11
4,0.912,-44.11
4,0.917,-44.11
4,0.921,-44.11
4,0.926,-44.11
4,0.931,-44.11
4,0.935,-44.11
4,0.940,-44.11
4,0.945,-44.11
4,0.949,-44.11
4,0.954,-44.11
4,0.958,-44.11
4,0.963,-44.11
4,0.968,-44.11
4,0.972,-44.11
4,0.977,-44.11
4,0.982,-44.11
4,0.986,-44.11
4,0.991,-44.11
4,0.995,-44.11
5,0.000,-44.11
5,0.005,-44.11
5,0.009,-44.11
5,0.014,-44.11
5,0.019,-44.11
5,0.024,-44.11
5,0.028,-44.11
5,0.033,-44.11
5,0.038,-44.11
5,0.042,-44.11
5,0.047,-44.11
5,0.052,-44.11
5,0.057,-44.11
5,0.061,-44.11
5,0.066,-44.11
5,0.071,-44.11
5,0.075,-44.11
5,0.080,-44.11
5,0.085,-44.11
5,0.090,-44.11
5,0.094,-44.11
5,0.099,-44.11
5,0.104,-44.11
5,0.108,-44.11
5,0.113,-44.11
5,0.118,-44.11
5,0.123,-44.11
5,0.127,-44.11
5,0.132,-44.11
5,0.137,-44.11
5,0.141,-44.11
5,0.146,-44.11
5,0.151,-44.11
5,0.156,-44.11
5,0.160,-44.11
5,0.165,-44.11
5,0.170,-44.11
5,0.174,-44.11
5,0.179,-44.11
5,0.184,-44.11
5,0.189,-44.11
5,0.193,-44.11
5,0.198,-44.11
5,0.203,-44.11
5,0.207,-44.11
5,0.212,-44.11
5,0.217,-44.11
5,0.222,-44.11
5,0.226,-44.11
5,0.231,-44.11
5,0.236,-44.11
5,0.240,-44.11
5,0.245,-44.11
5,0.250,-44.11
5,0.255,-44.11
5,0.259,-44.11
5,0.264,-44.11
5,0.269,-44.11
5,0.273,-44.11
5,0.278,-44.11
5,0.283,-44.11
5,0.287,-44.11
5,0.292,-44.11
5,0.297,-44.11
5,0.302,-44.11
5,0.306,-44.11
5,0.311,-44.11
5,0.316,-44.11
5,0.320,-44.11
5,0.325,-44.11
5,0.330,-44.11
5,0.334,-44.11
5,0.339,-44.11
5,0.344,-44.11
5,0.348,-44.11
5,0.353,-44.11
5,0.358,-44.11
5,0.362,-44.11
5,0.367,-44.11
5,0.372,-44.11
5,0.376,-44.11
5,0.381,-44.11
5,0.386,-44.11
5,0.391,-44.11
5,0.395,-44.11
5,0.400,-44.11
5,0.405,-44.11
5,0.409,-44.11
5,0.414,-44.11
5,0.419,-44.11
5,0.423,-44.11
5,0.428,-44.11
5,0.433,-44.11
5,0.437,-44.11
5,0.442,-44.11
5,0.447,-44.11
5,0.451,-44.11
5,0.456,-44.11
5,0.461,-44.11
5,0.466,-44.11
5,0.470,-44.11
5,0.475,-44.11
5,0.480,-44.11
5,0.484,-44.11
5,0.489,-44.11
5,0.493,-44.11
5,0.498,-44.11
5,0.503,-44.11
5,0.507,-44.11
5,0.512,-44.11
5,0.517,-44.11
5,0.521,-44.11
5,0.526,-44.11
5,0.530,-44.11
5,0.535,-44.11
5,0.540,-44.11
5,0.544,-44.11
5,0.549,-44.11
5,0.553,-44.11
5,0.558,-44.11
5,0.563,-44.11
5,0.567,-44.11
5,0.572,-44.11
5,0.577,-44.11
5,0.581,-44.11
5,0.586,-44.11
5,0.590,-44.11
5,0.595,-44.11
5,0.600,-44.11
5,0.604,-44.11
5,0.609,-44.11
5,0.614,-44.11
5,0.618,-44.11
5,0.623,-44.11
5,0.627,-44.11
5,0.632,-44.11
5,0.637,-44.11
5,0.641,-44.11
5,0.646,-44.11
5,0.651,-44.11
5,0.655,-44.11
5,0.660,-44.11
5,0.665,-44.11
5,0.669,-44.11
5,0.674,-44.11
5,0.679,-44.11
5,0.684,-44.11
5,0.688,-44.11
5,0.693,-44.11
5,0.698,-44.11
5,0.702,-44.11
5,0.707,-44.11
5,0.712,-44.11
5,0.716,-44.11
5,0.721,-44.11
5,0.726,-44.11
5,0.730,-44.11
5,0.735,-44.11
5,0.740,-44.11
5,0.744,-44.11
5,0.749,-44.11
5,0.754,-44.11
5,0.759,-44.11
5,0.763,-44.11
5,0.768,-44.11
5,0.773,-44.11
5,0.777,-44.11
5,0.782,-44.11
5,0.787,-44.11
5,0.791,-44.11
5,0.796,-44.11
5,0.801,-44.11
5,0.805,-44.11
5,0.810,-44.11
5,0.815,-44.11
5,0.819,-44.11
5,0.824,-44.11
5,0.829,-44.11
5,0.834,-44.11
5,0.838,-44.11
5,0.843,-44.11
5,0.848,-44.11
5,0.852,-44.11
5,0.857,-44.11
5,0.861,-44.11
5,0.866,-44.11
5,0.871,-44.11
5,0.875,-44.11
5,0.880,-44.11
5,0.885,-44.11
5,0.889,-44.11
5,0.894,-44.11
5,0.898,-44.11
5,0.903,-44.11
5,0.908,-44.11
5,0.912,-44.11
5,0.917,-44.11
5,0.921,-44.11
5,0.926,-44.11
5,0.931,-44.11
5,0.935,-44.11
